accession,link,date,country,region
MT371025,https://www.ncbi.nlm.nih.gov/nuccore/MT371025,2020-03-22,USA,NY
MT371024,https://www.ncbi.nlm.nih.gov/nuccore/MT371024,2020-03-21,USA,NY
MT371023,https://www.ncbi.nlm.nih.gov/nuccore/MT371023,2020-03-21,USA,NY
MT371022,https://www.ncbi.nlm.nih.gov/nuccore/MT371022,2020-03-22,USA,NY
MT371021,https://www.ncbi.nlm.nih.gov/nuccore/MT371021,2020-03-20,USA,NY
MT371020,https://www.ncbi.nlm.nih.gov/nuccore/MT371020,2020-03-19,USA,NY
MT371019,https://www.ncbi.nlm.nih.gov/nuccore/MT371019,2020-03-21,USA,NY
MT371018,https://www.ncbi.nlm.nih.gov/nuccore/MT371018,2020-03-20,USA,NY
MT371017,https://www.ncbi.nlm.nih.gov/nuccore/MT371017,2020-03-22,USA,NY
MT371016,https://www.ncbi.nlm.nih.gov/nuccore/MT371016,2020-03-22,USA,NY
MT371015,https://www.ncbi.nlm.nih.gov/nuccore/MT371015,2020-03-20,USA,NY
MT371014,https://www.ncbi.nlm.nih.gov/nuccore/MT371014,2020-03-21,USA,NY
MT371013,https://www.ncbi.nlm.nih.gov/nuccore/MT371013,2020-03-21,USA,NY
MT371012,https://www.ncbi.nlm.nih.gov/nuccore/MT371012,2020-03-19,USA,NY
MT371011,https://www.ncbi.nlm.nih.gov/nuccore/MT371011,2020-03-22,USA,NY
MT371010,https://www.ncbi.nlm.nih.gov/nuccore/MT371010,2020-03-19,USA,NY
MT371009,https://www.ncbi.nlm.nih.gov/nuccore/MT371009,2020-03-21,USA,NY
MT371008,https://www.ncbi.nlm.nih.gov/nuccore/MT371008,2020-03-22,USA,NY
MT371007,https://www.ncbi.nlm.nih.gov/nuccore/MT371007,2020-03-19,USA,NY
MT371006,https://www.ncbi.nlm.nih.gov/nuccore/MT371006,2020-03-20,USA,NY
MT371005,https://www.ncbi.nlm.nih.gov/nuccore/MT371005,2020-03-19,USA,NY
MT371004,https://www.ncbi.nlm.nih.gov/nuccore/MT371004,2020-03-20,USA,NY
MT371003,https://www.ncbi.nlm.nih.gov/nuccore/MT371003,2020-03-20,USA,NY
MT371002,https://www.ncbi.nlm.nih.gov/nuccore/MT371002,2020-03-22,USA,NY
MT371001,https://www.ncbi.nlm.nih.gov/nuccore/MT371001,2020-03-19,USA,NY
MT371000,https://www.ncbi.nlm.nih.gov/nuccore/MT371000,2020-03-21,USA,NY
MT370999,https://www.ncbi.nlm.nih.gov/nuccore/MT370999,2020-03-20,USA,NY
MT370998,https://www.ncbi.nlm.nih.gov/nuccore/MT370998,2020-03-19,USA,NY
MT370997,https://www.ncbi.nlm.nih.gov/nuccore/MT370997,2020-03-19,USA,NY
MT370996,https://www.ncbi.nlm.nih.gov/nuccore/MT370996,2020-03-19,USA,NY
MT370995,https://www.ncbi.nlm.nih.gov/nuccore/MT370995,2020-03-20,USA,NY
MT370994,https://www.ncbi.nlm.nih.gov/nuccore/MT370994,2020-03-20,USA,NY
MT370993,https://www.ncbi.nlm.nih.gov/nuccore/MT370993,2020-03-19,USA,NY
MT370992,https://www.ncbi.nlm.nih.gov/nuccore/MT370992,2020-03-20,USA,NY
MT370991,https://www.ncbi.nlm.nih.gov/nuccore/MT370991,2020-03-21,USA,NY
MT370990,https://www.ncbi.nlm.nih.gov/nuccore/MT370990,2020-03-21,USA,NY
MT370989,https://www.ncbi.nlm.nih.gov/nuccore/MT370989,2020-03-19,USA,NY
MT370988,https://www.ncbi.nlm.nih.gov/nuccore/MT370988,2020-03-20,USA,NY
MT370987,https://www.ncbi.nlm.nih.gov/nuccore/MT370987,2020-03-18,USA,NY
MT370986,https://www.ncbi.nlm.nih.gov/nuccore/MT370986,2020-03-20,USA,NY
MT370985,https://www.ncbi.nlm.nih.gov/nuccore/MT370985,2020-03-20,USA,NY
MT370984,https://www.ncbi.nlm.nih.gov/nuccore/MT370984,2020-03-21,USA,NY
MT370983,https://www.ncbi.nlm.nih.gov/nuccore/MT370983,2020-03-21,USA,NY
MT370982,https://www.ncbi.nlm.nih.gov/nuccore/MT370982,2020-03-19,USA,NY
MT370981,https://www.ncbi.nlm.nih.gov/nuccore/MT370981,2020-03-19,USA,NY
MT370980,https://www.ncbi.nlm.nih.gov/nuccore/MT370980,2020-03-20,USA,NY
MT370979,https://www.ncbi.nlm.nih.gov/nuccore/MT370979,2020-03-21,USA,NY
MT370978,https://www.ncbi.nlm.nih.gov/nuccore/MT370978,2020-03-22,USA,NY
MT370977,https://www.ncbi.nlm.nih.gov/nuccore/MT370977,2020-03-21,USA,NY
MT370976,https://www.ncbi.nlm.nih.gov/nuccore/MT370976,2020-03-20,USA,NY
MT370975,https://www.ncbi.nlm.nih.gov/nuccore/MT370975,2020-03-19,USA,NY
MT370974,https://www.ncbi.nlm.nih.gov/nuccore/MT370974,2020-03-22,USA,NY
MT370973,https://www.ncbi.nlm.nih.gov/nuccore/MT370973,2020-03-20,USA,NY
MT370972,https://www.ncbi.nlm.nih.gov/nuccore/MT370972,2020-03-20,USA,NY
MT370971,https://www.ncbi.nlm.nih.gov/nuccore/MT370971,2020-03-20,USA,NY
MT370970,https://www.ncbi.nlm.nih.gov/nuccore/MT370970,2020-03-20,USA,NY
MT370969,https://www.ncbi.nlm.nih.gov/nuccore/MT370969,2020-03-21,USA,NY
MT370968,https://www.ncbi.nlm.nih.gov/nuccore/MT370968,2020-03-20,USA,NY
MT370967,https://www.ncbi.nlm.nih.gov/nuccore/MT370967,2020-03-21,USA,NY
MT370966,https://www.ncbi.nlm.nih.gov/nuccore/MT370966,2020-03-19,USA,NY
MT370965,https://www.ncbi.nlm.nih.gov/nuccore/MT370965,2020-03-19,USA,NY
MT370964,https://www.ncbi.nlm.nih.gov/nuccore/MT370964,2020-03-21,USA,NY
MT370963,https://www.ncbi.nlm.nih.gov/nuccore/MT370963,2020-03-19,USA,NY
MT370962,https://www.ncbi.nlm.nih.gov/nuccore/MT370962,2020-03-21,USA,NY
MT370961,https://www.ncbi.nlm.nih.gov/nuccore/MT370961,2020-03-20,USA,NY
MT370960,https://www.ncbi.nlm.nih.gov/nuccore/MT370960,2020-03-18,USA,NY
MT370959,https://www.ncbi.nlm.nih.gov/nuccore/MT370959,2020-03-21,USA,NY
MT370958,https://www.ncbi.nlm.nih.gov/nuccore/MT370958,2020-03-19,USA,NY
MT370957,https://www.ncbi.nlm.nih.gov/nuccore/MT370957,2020-03-18,USA,NY
MT370956,https://www.ncbi.nlm.nih.gov/nuccore/MT370956,2020-03-19,USA,NY
MT370955,https://www.ncbi.nlm.nih.gov/nuccore/MT370955,2020-03-19,USA,NY
MT370954,https://www.ncbi.nlm.nih.gov/nuccore/MT370954,2020-03-21,USA,NY
MT370953,https://www.ncbi.nlm.nih.gov/nuccore/MT370953,2020-03-19,USA,NY
MT370952,https://www.ncbi.nlm.nih.gov/nuccore/MT370952,2020-03-20,USA,NY
MT370951,https://www.ncbi.nlm.nih.gov/nuccore/MT370951,2020-03-19,USA,NY
MT370950,https://www.ncbi.nlm.nih.gov/nuccore/MT370950,2020-03-20,USA,NY
MT370949,https://www.ncbi.nlm.nih.gov/nuccore/MT370949,2020-03-20,USA,NY
MT370948,https://www.ncbi.nlm.nih.gov/nuccore/MT370948,2020-03-20,USA,NY
MT370947,https://www.ncbi.nlm.nih.gov/nuccore/MT370947,2020-03-21,USA,NY
MT370946,https://www.ncbi.nlm.nih.gov/nuccore/MT370946,2020-03-20,USA,NY
MT370945,https://www.ncbi.nlm.nih.gov/nuccore/MT370945,2020-03-22,USA,NY
MT370944,https://www.ncbi.nlm.nih.gov/nuccore/MT370944,2020-03-19,USA,NY
MT370943,https://www.ncbi.nlm.nih.gov/nuccore/MT370943,2020-03-21,USA,NY
MT370942,https://www.ncbi.nlm.nih.gov/nuccore/MT370942,2020-03-19,USA,NY
MT370941,https://www.ncbi.nlm.nih.gov/nuccore/MT370941,2020-03-20,USA,NY
MT370940,https://www.ncbi.nlm.nih.gov/nuccore/MT370940,2020-03-19,USA,NY
MT370939,https://www.ncbi.nlm.nih.gov/nuccore/MT370939,2020-03-19,USA,NY
MT370938,https://www.ncbi.nlm.nih.gov/nuccore/MT370938,2020-03-21,USA,NY
MT370937,https://www.ncbi.nlm.nih.gov/nuccore/MT370937,2020-03-20,USA,NY
MT370936,https://www.ncbi.nlm.nih.gov/nuccore/MT370936,2020-03-20,USA,NY
MT370935,https://www.ncbi.nlm.nih.gov/nuccore/MT370935,2020-03-20,USA,NY
MT370934,https://www.ncbi.nlm.nih.gov/nuccore/MT370934,2020-03-20,USA,NY
MT370933,https://www.ncbi.nlm.nih.gov/nuccore/MT370933,2020-03-20,USA,NJ
MT370932,https://www.ncbi.nlm.nih.gov/nuccore/MT370932,2020-03-20,USA,NY
MT370931,https://www.ncbi.nlm.nih.gov/nuccore/MT370931,2020-03-21,USA,NY
MT370930,https://www.ncbi.nlm.nih.gov/nuccore/MT370930,2020-03-22,USA,NY
MT370929,https://www.ncbi.nlm.nih.gov/nuccore/MT370929,2020-03-20,USA,NY
MT370928,https://www.ncbi.nlm.nih.gov/nuccore/MT370928,2020-03-19,USA,NY
MT370927,https://www.ncbi.nlm.nih.gov/nuccore/MT370927,2020-03-21,USA,NY
MT370926,https://www.ncbi.nlm.nih.gov/nuccore/MT370926,2020-03-18,USA,NY
MT370925,https://www.ncbi.nlm.nih.gov/nuccore/MT370925,2020-03-20,USA,NY
MT370924,https://www.ncbi.nlm.nih.gov/nuccore/MT370924,2020-03-22,USA,NY
MT370923,https://www.ncbi.nlm.nih.gov/nuccore/MT370923,2020-03-21,USA,NY
MT370922,https://www.ncbi.nlm.nih.gov/nuccore/MT370922,2020-03-22,USA,NY
MT370921,https://www.ncbi.nlm.nih.gov/nuccore/MT370921,2020-03-20,USA,NY
MT370920,https://www.ncbi.nlm.nih.gov/nuccore/MT370920,2020-03-18,USA,NY
MT370919,https://www.ncbi.nlm.nih.gov/nuccore/MT370919,2020-03-14,USA,NY
MT370918,https://www.ncbi.nlm.nih.gov/nuccore/MT370918,2020-03-16,USA,NY
MT370917,https://www.ncbi.nlm.nih.gov/nuccore/MT370917,2020-03-19,USA,NY
MT370916,https://www.ncbi.nlm.nih.gov/nuccore/MT370916,2020-03-17,USA,NY
MT370915,https://www.ncbi.nlm.nih.gov/nuccore/MT370915,2020-03-13,USA,NY
MT370914,https://www.ncbi.nlm.nih.gov/nuccore/MT370914,2020-03-17,USA,NY
MT370913,https://www.ncbi.nlm.nih.gov/nuccore/MT370913,2020-03-17,USA,NY
MT370912,https://www.ncbi.nlm.nih.gov/nuccore/MT370912,2020-03-19,USA,NY
MT370911,https://www.ncbi.nlm.nih.gov/nuccore/MT370911,2020-03-17,USA,NY
MT370910,https://www.ncbi.nlm.nih.gov/nuccore/MT370910,2020-03-13,USA,NY
MT370909,https://www.ncbi.nlm.nih.gov/nuccore/MT370909,2020-03-17,USA,NY
MT370908,https://www.ncbi.nlm.nih.gov/nuccore/MT370908,2020-03-18,USA,NY
MT370907,https://www.ncbi.nlm.nih.gov/nuccore/MT370907,2020-03-17,USA,NY
MT370906,https://www.ncbi.nlm.nih.gov/nuccore/MT370906,2020-03-17,USA,NY
MT370905,https://www.ncbi.nlm.nih.gov/nuccore/MT370905,2020-03-17,USA,NY
MT370904,https://www.ncbi.nlm.nih.gov/nuccore/MT370904,2020-02-29,USA,NY
MT370903,https://www.ncbi.nlm.nih.gov/nuccore/MT370903,2020-03-17,USA,NY
MT370902,https://www.ncbi.nlm.nih.gov/nuccore/MT370902,2020-03-17,USA,NY
MT370901,https://www.ncbi.nlm.nih.gov/nuccore/MT370901,2020-03-17,USA,NY
MT370900,https://www.ncbi.nlm.nih.gov/nuccore/MT370900,2020-03-16,USA,NY
MT370899,https://www.ncbi.nlm.nih.gov/nuccore/MT370899,2020-03-17,USA,NY
MT370898,https://www.ncbi.nlm.nih.gov/nuccore/MT370898,2020-03-18,USA,NY
MT370897,https://www.ncbi.nlm.nih.gov/nuccore/MT370897,2020-03-18,USA,NY
MT370896,https://www.ncbi.nlm.nih.gov/nuccore/MT370896,2020-03-18,USA,NY
MT370895,https://www.ncbi.nlm.nih.gov/nuccore/MT370895,2020-03-16,USA,NY
MT370894,https://www.ncbi.nlm.nih.gov/nuccore/MT370894,2020-03-17,USA,NY
MT370893,https://www.ncbi.nlm.nih.gov/nuccore/MT370893,2020-03-17,USA,NY
MT370892,https://www.ncbi.nlm.nih.gov/nuccore/MT370892,2020-03-11,USA,NY
MT370891,https://www.ncbi.nlm.nih.gov/nuccore/MT370891,2020-03-16,USA,NY
MT370890,https://www.ncbi.nlm.nih.gov/nuccore/MT370890,2020-03-18,USA,NY
MT370889,https://www.ncbi.nlm.nih.gov/nuccore/MT370889,2020-03-13,USA,NY
MT370888,https://www.ncbi.nlm.nih.gov/nuccore/MT370888,2020-03-17,USA,NY
MT370887,https://www.ncbi.nlm.nih.gov/nuccore/MT370887,2020-03-18,USA,NY
MT370886,https://www.ncbi.nlm.nih.gov/nuccore/MT370886,2020-03-17,USA,NY
MT370885,https://www.ncbi.nlm.nih.gov/nuccore/MT370885,2020-03-18,USA,NY
MT370884,https://www.ncbi.nlm.nih.gov/nuccore/MT370884,2020-03-16,USA,NY
MT370883,https://www.ncbi.nlm.nih.gov/nuccore/MT370883,2020-03-18,USA,NY
MT370882,https://www.ncbi.nlm.nih.gov/nuccore/MT370882,2020-03-18,USA,NY
MT370881,https://www.ncbi.nlm.nih.gov/nuccore/MT370881,2020-03-13,USA,NY
MT370880,https://www.ncbi.nlm.nih.gov/nuccore/MT370880,2020-03-19,USA,NY
MT370879,https://www.ncbi.nlm.nih.gov/nuccore/MT370879,2020-03-17,USA,NY
MT370878,https://www.ncbi.nlm.nih.gov/nuccore/MT370878,2020-03-16,USA,NY
MT370877,https://www.ncbi.nlm.nih.gov/nuccore/MT370877,2020-03-17,USA,NY
MT370876,https://www.ncbi.nlm.nih.gov/nuccore/MT370876,2020-03-17,USA,NY
MT370875,https://www.ncbi.nlm.nih.gov/nuccore/MT370875,2020-03-18,USA,NY
MT370874,https://www.ncbi.nlm.nih.gov/nuccore/MT370874,2020-03-15,USA,NY
MT370873,https://www.ncbi.nlm.nih.gov/nuccore/MT370873,2020-03-16,USA,NY
MT370872,https://www.ncbi.nlm.nih.gov/nuccore/MT370872,2020-03-17,USA,NY
MT370871,https://www.ncbi.nlm.nih.gov/nuccore/MT370871,2020-03-17,USA,NY
MT370870,https://www.ncbi.nlm.nih.gov/nuccore/MT370870,2020-03-18,USA,NY
MT370869,https://www.ncbi.nlm.nih.gov/nuccore/MT370869,2020-03-18,USA,NY
MT370868,https://www.ncbi.nlm.nih.gov/nuccore/MT370868,2020-03-17,USA,NY
MT370867,https://www.ncbi.nlm.nih.gov/nuccore/MT370867,2020-03-15,USA,NY
MT370866,https://www.ncbi.nlm.nih.gov/nuccore/MT370866,2020-03-17,USA,NY
MT370865,https://www.ncbi.nlm.nih.gov/nuccore/MT370865,2020-03-17,USA,NY
MT370864,https://www.ncbi.nlm.nih.gov/nuccore/MT370864,2020-03-18,USA,NY
MT370863,https://www.ncbi.nlm.nih.gov/nuccore/MT370863,2020-03-18,USA,NY
MT370862,https://www.ncbi.nlm.nih.gov/nuccore/MT370862,2020-03-16,USA,NY
MT370861,https://www.ncbi.nlm.nih.gov/nuccore/MT370861,2020-03-17,USA,NY
MT370860,https://www.ncbi.nlm.nih.gov/nuccore/MT370860,2020-03-18,USA,NY
MT370859,https://www.ncbi.nlm.nih.gov/nuccore/MT370859,2020-03-17,USA,NY
MT370858,https://www.ncbi.nlm.nih.gov/nuccore/MT370858,2020-03-18,USA,NY
MT370857,https://www.ncbi.nlm.nih.gov/nuccore/MT370857,2020-03-14,USA,NY
MT370856,https://www.ncbi.nlm.nih.gov/nuccore/MT370856,2020-03-18,USA,NY
MT370855,https://www.ncbi.nlm.nih.gov/nuccore/MT370855,2020-03-19,USA,NY
MT370854,https://www.ncbi.nlm.nih.gov/nuccore/MT370854,2020-03-14,USA,NY
MT370853,https://www.ncbi.nlm.nih.gov/nuccore/MT370853,2020-03-17,USA,NY
MT370852,https://www.ncbi.nlm.nih.gov/nuccore/MT370852,2020-03-17,USA,NY
MT370851,https://www.ncbi.nlm.nih.gov/nuccore/MT370851,2020-03-18,USA,NY
MT370850,https://www.ncbi.nlm.nih.gov/nuccore/MT370850,2020-03-17,USA,NY
MT370849,https://www.ncbi.nlm.nih.gov/nuccore/MT370849,2020-03-17,USA,NY
MT370848,https://www.ncbi.nlm.nih.gov/nuccore/MT370848,2020-03-18,USA,NY
MT370847,https://www.ncbi.nlm.nih.gov/nuccore/MT370847,2020-03-18,USA,NY
MT370846,https://www.ncbi.nlm.nih.gov/nuccore/MT370846,2020-03-16,USA,NY
MT370845,https://www.ncbi.nlm.nih.gov/nuccore/MT370845,2020-03-18,USA,NY
MT370844,https://www.ncbi.nlm.nih.gov/nuccore/MT370844,2020-03-18,USA,NY
MT370843,https://www.ncbi.nlm.nih.gov/nuccore/MT370843,2020-03-17,USA,NY
MT370842,https://www.ncbi.nlm.nih.gov/nuccore/MT370842,2020-03-04,USA,NY
MT370841,https://www.ncbi.nlm.nih.gov/nuccore/MT370841,2020-03-17,USA,NY
MT370840,https://www.ncbi.nlm.nih.gov/nuccore/MT370840,2020-03-17,USA,NY
MT370839,https://www.ncbi.nlm.nih.gov/nuccore/MT370839,2020-03-14,USA,NY
MT370838,https://www.ncbi.nlm.nih.gov/nuccore/MT370838,2020-03-17,USA,NY
MT370837,https://www.ncbi.nlm.nih.gov/nuccore/MT370837,2020-03-18,USA,NY
MT370836,https://www.ncbi.nlm.nih.gov/nuccore/MT370836,2020-03-18,USA,NY
MT370835,https://www.ncbi.nlm.nih.gov/nuccore/MT370835,2020-03-18,USA,NY
MT370834,https://www.ncbi.nlm.nih.gov/nuccore/MT370834,2020-03-18,USA,NY
MT370833,https://www.ncbi.nlm.nih.gov/nuccore/MT370833,2020-03-18,USA,NY
MT370832,https://www.ncbi.nlm.nih.gov/nuccore/MT370832,2020-03-17,USA,NY
MT370831,https://www.ncbi.nlm.nih.gov/nuccore/MT370831,2020-03-18,USA,NY
MT370518,https://www.ncbi.nlm.nih.gov/nuccore/MT370518,2020-02-27,Taiwan,NA
MT370517,https://www.ncbi.nlm.nih.gov/nuccore/MT370517,2020-02-27,Taiwan,NA
MT370516,https://www.ncbi.nlm.nih.gov/nuccore/MT370516,2020-02-26,Taiwan,NA
MT365033,https://www.ncbi.nlm.nih.gov/nuccore/MT365033,2020-04-02,USA,New York
MT365032,https://www.ncbi.nlm.nih.gov/nuccore/MT365032,2020-01-30,Hong Kong,NA
MT365031,https://www.ncbi.nlm.nih.gov/nuccore/MT365031,2020-02-02,Hong Kong,NA
MT365030,https://www.ncbi.nlm.nih.gov/nuccore/MT365030,2020-01-31,Hong Kong,NA
MT365029,https://www.ncbi.nlm.nih.gov/nuccore/MT365029,2020-01-30,Hong Kong,NA
MT365028,https://www.ncbi.nlm.nih.gov/nuccore/MT365028,2020-01-24,Hong Kong,NA
MT359866,https://www.ncbi.nlm.nih.gov/nuccore/MT359866,2020-03-15,Spain,NA
MT359865,https://www.ncbi.nlm.nih.gov/nuccore/MT359865,2020-03-15,Spain,NA
MT359231,https://www.ncbi.nlm.nih.gov/nuccore/MT359231,NA,Serbia,NA
MT358748,https://www.ncbi.nlm.nih.gov/nuccore/MT358748,2020-03-31,USA,WA
MT358747,https://www.ncbi.nlm.nih.gov/nuccore/MT358747,2020-03-31,USA,WA
MT358746,https://www.ncbi.nlm.nih.gov/nuccore/MT358746,2020-03-31,USA,WA
MT358745,https://www.ncbi.nlm.nih.gov/nuccore/MT358745,2020-03-29,USA,ID
MT358744,https://www.ncbi.nlm.nih.gov/nuccore/MT358744,2020-04-01,USA,WA
MT358743,https://www.ncbi.nlm.nih.gov/nuccore/MT358743,2020-04-01,USA,WA
MT358742,https://www.ncbi.nlm.nih.gov/nuccore/MT358742,2020-03-29,USA,WA
MT358741,https://www.ncbi.nlm.nih.gov/nuccore/MT358741,2020-03-29,USA,WA
MT358740,https://www.ncbi.nlm.nih.gov/nuccore/MT358740,2020-03-28,USA,WA
MT358739,https://www.ncbi.nlm.nih.gov/nuccore/MT358739,2020-03-29,USA,WA
MT358738,https://www.ncbi.nlm.nih.gov/nuccore/MT358738,2020-03-28,USA,WA
MT358737,https://www.ncbi.nlm.nih.gov/nuccore/MT358737,2020-03-28,USA,WA
MT358736,https://www.ncbi.nlm.nih.gov/nuccore/MT358736,2020-03-29,USA,WA
MT358735,https://www.ncbi.nlm.nih.gov/nuccore/MT358735,2020-03-28,USA,WA
MT358734,https://www.ncbi.nlm.nih.gov/nuccore/MT358734,2020-03-29,USA,WA
MT358733,https://www.ncbi.nlm.nih.gov/nuccore/MT358733,2020-03-29,USA,WA
MT358732,https://www.ncbi.nlm.nih.gov/nuccore/MT358732,2020-03-29,USA,WA
MT358731,https://www.ncbi.nlm.nih.gov/nuccore/MT358731,2020-03-29,USA,WA
MT358730,https://www.ncbi.nlm.nih.gov/nuccore/MT358730,2020-03-29,USA,WA
MT358729,https://www.ncbi.nlm.nih.gov/nuccore/MT358729,2020-03-31,USA,WA
MT358728,https://www.ncbi.nlm.nih.gov/nuccore/MT358728,2020-03-31,USA,WA
MT358727,https://www.ncbi.nlm.nih.gov/nuccore/MT358727,2020-03-30,USA,WA
MT358726,https://www.ncbi.nlm.nih.gov/nuccore/MT358726,2020-03-27,USA,WA
MT358725,https://www.ncbi.nlm.nih.gov/nuccore/MT358725,2020-03-27,USA,WA
MT358724,https://www.ncbi.nlm.nih.gov/nuccore/MT358724,2020-03-27,USA,WA
MT358723,https://www.ncbi.nlm.nih.gov/nuccore/MT358723,2020-03-27,USA,WA
MT358722,https://www.ncbi.nlm.nih.gov/nuccore/MT358722,2020-03-27,USA,WA
MT358721,https://www.ncbi.nlm.nih.gov/nuccore/MT358721,2020-03-27,USA,WA
MT358720,https://www.ncbi.nlm.nih.gov/nuccore/MT358720,2020-03-27,USA,WA
MT358719,https://www.ncbi.nlm.nih.gov/nuccore/MT358719,2020-03-27,USA,WA
MT358718,https://www.ncbi.nlm.nih.gov/nuccore/MT358718,2020-03-27,USA,WA
MT358717,https://www.ncbi.nlm.nih.gov/nuccore/MT358717,2020-03-27,USA,WA
MT358716,https://www.ncbi.nlm.nih.gov/nuccore/MT358716,2020-03-27,USA,WA
MT358715,https://www.ncbi.nlm.nih.gov/nuccore/MT358715,2020-03-27,USA,WA
MT358714,https://www.ncbi.nlm.nih.gov/nuccore/MT358714,2020-03-27,USA,WA
MT358713,https://www.ncbi.nlm.nih.gov/nuccore/MT358713,2020-03-27,USA,WA
MT358712,https://www.ncbi.nlm.nih.gov/nuccore/MT358712,2020-03-27,USA,WA
MT358711,https://www.ncbi.nlm.nih.gov/nuccore/MT358711,2020-03-27,USA,WA
MT358710,https://www.ncbi.nlm.nih.gov/nuccore/MT358710,2020-03-27,USA,WA
MT358709,https://www.ncbi.nlm.nih.gov/nuccore/MT358709,2020-03-26,USA,ID
MT358708,https://www.ncbi.nlm.nih.gov/nuccore/MT358708,2020-03-27,USA,WA
MT358707,https://www.ncbi.nlm.nih.gov/nuccore/MT358707,2020-03-31,USA,WA
MT358706,https://www.ncbi.nlm.nih.gov/nuccore/MT358706,2020-03-31,USA,WA
MT358705,https://www.ncbi.nlm.nih.gov/nuccore/MT358705,2020-03-29,USA,ID
MT358704,https://www.ncbi.nlm.nih.gov/nuccore/MT358704,2020-03-29,USA,ID
MT358703,https://www.ncbi.nlm.nih.gov/nuccore/MT358703,2020-03-25,USA,ID
MT358702,https://www.ncbi.nlm.nih.gov/nuccore/MT358702,2020-03-27,USA,WA
MT358701,https://www.ncbi.nlm.nih.gov/nuccore/MT358701,2020-03-25,USA,WA
MT358700,https://www.ncbi.nlm.nih.gov/nuccore/MT358700,2020-03-26,USA,WA
MT358699,https://www.ncbi.nlm.nih.gov/nuccore/MT358699,2020-03-26,USA,WA
MT358698,https://www.ncbi.nlm.nih.gov/nuccore/MT358698,2020-03-25,USA,WA
MT358697,https://www.ncbi.nlm.nih.gov/nuccore/MT358697,2020-03-26,USA,WA
MT358696,https://www.ncbi.nlm.nih.gov/nuccore/MT358696,2020-03-26,USA,WA
MT358695,https://www.ncbi.nlm.nih.gov/nuccore/MT358695,2020-03-26,USA,WA
MT358694,https://www.ncbi.nlm.nih.gov/nuccore/MT358694,2020-03-26,USA,WA
MT358693,https://www.ncbi.nlm.nih.gov/nuccore/MT358693,2020-03-25,USA,CT
MT358692,https://www.ncbi.nlm.nih.gov/nuccore/MT358692,2020-03-25,USA,WA
MT358691,https://www.ncbi.nlm.nih.gov/nuccore/MT358691,2020-03-27,USA,WA
MT358690,https://www.ncbi.nlm.nih.gov/nuccore/MT358690,2020-03-26,USA,WA
MT358689,https://www.ncbi.nlm.nih.gov/nuccore/MT358689,2020-03-26,USA,WA
MT358688,https://www.ncbi.nlm.nih.gov/nuccore/MT358688,2020-03-26,USA,WA
MT358687,https://www.ncbi.nlm.nih.gov/nuccore/MT358687,2020-03-26,USA,WA
MT358686,https://www.ncbi.nlm.nih.gov/nuccore/MT358686,2020-03-26,USA,WA
MT358685,https://www.ncbi.nlm.nih.gov/nuccore/MT358685,2020-03-26,USA,WA
MT358684,https://www.ncbi.nlm.nih.gov/nuccore/MT358684,2020-03-25,USA,WA
MT358683,https://www.ncbi.nlm.nih.gov/nuccore/MT358683,2020-03-25,USA,WA
MT358682,https://www.ncbi.nlm.nih.gov/nuccore/MT358682,2020-03-26,USA,WA
MT358681,https://www.ncbi.nlm.nih.gov/nuccore/MT358681,2020-03-26,USA,WA
MT358680,https://www.ncbi.nlm.nih.gov/nuccore/MT358680,2020-03-26,USA,WA
MT358679,https://www.ncbi.nlm.nih.gov/nuccore/MT358679,2020-03-26,USA,WA
MT358678,https://www.ncbi.nlm.nih.gov/nuccore/MT358678,2020-03-27,USA,WA
MT358677,https://www.ncbi.nlm.nih.gov/nuccore/MT358677,2020-03-26,USA,WA
MT358676,https://www.ncbi.nlm.nih.gov/nuccore/MT358676,2020-03-26,USA,WA
MT358675,https://www.ncbi.nlm.nih.gov/nuccore/MT358675,2020-03-26,USA,WA
MT358674,https://www.ncbi.nlm.nih.gov/nuccore/MT358674,2020-03-26,USA,WA
MT358673,https://www.ncbi.nlm.nih.gov/nuccore/MT358673,2020-03-30,USA,CT
MT358672,https://www.ncbi.nlm.nih.gov/nuccore/MT358672,2020-03-30,USA,WA
MT358671,https://www.ncbi.nlm.nih.gov/nuccore/MT358671,2020-03-30,USA,WA
MT358670,https://www.ncbi.nlm.nih.gov/nuccore/MT358670,2020-03-31,USA,WA
MT358669,https://www.ncbi.nlm.nih.gov/nuccore/MT358669,2020-03-29,USA,WA
MT358668,https://www.ncbi.nlm.nih.gov/nuccore/MT358668,2020-03-31,USA,WA
MT358667,https://www.ncbi.nlm.nih.gov/nuccore/MT358667,2020-03-30,USA,WA
MT358666,https://www.ncbi.nlm.nih.gov/nuccore/MT358666,2020-03-31,USA,WA
MT358665,https://www.ncbi.nlm.nih.gov/nuccore/MT358665,2020-03-31,USA,WA
MT358664,https://www.ncbi.nlm.nih.gov/nuccore/MT358664,2020-03-31,USA,WA
MT358663,https://www.ncbi.nlm.nih.gov/nuccore/MT358663,2020-03-31,USA,WA
MT358662,https://www.ncbi.nlm.nih.gov/nuccore/MT358662,2020-03-31,USA,WA
MT358661,https://www.ncbi.nlm.nih.gov/nuccore/MT358661,2020-03-31,USA,OR
MT358660,https://www.ncbi.nlm.nih.gov/nuccore/MT358660,2020-03-31,USA,WA
MT358659,https://www.ncbi.nlm.nih.gov/nuccore/MT358659,2020-03-31,USA,WA
